"","prob","label"
"1",0.0657,"0"
"2",0.671704761904762,"1"
"3",0.503616666666667,"0"
"4",0.390383333333333,"0"
"5",0.23335,"0"
"6",0.366716666666667,"0"
"7",0.772581108757777,"0"
"8",0.43065,"0"
"9",0.3082,"0"
"10",0.863433333333333,"0"
"11",0.460383333333333,"0"
"12",0.271716666666667,"0"
"13",0.100683333333333,"0"
"14",0.961414619561829,"0"
"15",0.428416666666667,"0"
"16",0.849030942133746,"1"
"17",0.436383333333333,"0"
"18",0.37085641025641,"0"
"19",0.882308189807107,"0"
"20",0.274966666666667,"0"
"21",0.423633333333333,"0"
"22",0.207283333333333,"0"
"23",0.856668028019178,"0"
"24",0.67126473697824,"0"
"25",0.562116666666667,"1"
"26",0.505753333333333,"0"
"27",0.616483333333333,"0"
"28",0.41340641025641,"0"
"29",0.1679,"0"
"30",0.4375,"0"
"31",0.427833333333333,"0"
"32",0.432247023809524,"0"
"33",0.390816666666667,"0"
"34",0.635383333333334,"0"
"35",0.171866666666667,"0"
"36",0.251166666666667,"0"
"37",0.48115,"0"
"38",0.418766666666667,"1"
"39",0.71955,"0"
"40",0.4246,"0"
"41",0.376383333333333,"0"
"42",0.435333333333333,"0"
"43",0.418383333333333,"0"
"44",0.551816666666667,"0"
"45",0.39685,"0"
"46",0.296283333333333,"0"
"47",0.152433333333333,"0"
"48",0.400859722222222,"0"
"49",0.204816666666667,"0"
"50",0.4817,"0"
"51",0.380872222222222,"0"
"52",0.399233333333333,"0"
"53",0.325533333333333,"1"
"54",0.512,"0"
"55",0.38265,"0"
"56",0.399203333333333,"0"
"57",0.0642166666666667,"0"
"58",0.461566666666667,"0"
"59",0.5115,"0"
"60",0.41795,"0"
"61",0.658866666666667,"0"
"62",0.41340641025641,"0"
"63",0.187266666666667,"0"
"64",0.137666666666667,"0"
"65",0.796866666666667,"0"
"66",0.397133333333333,"0"
"67",0.331883333333333,"0"
"68",0.745126741293532,"0"
"69",0.394866666666667,"0"
"70",0.417762962962963,"0"
"71",0.378,"0"
"72",0.631483333333333,"0"
"73",0.16525,"0"
"74",0.555281105990783,"0"
"75",0.33855,"0"
"76",0.322916666666667,"0"
"77",0.730583333333333,"0"
"78",0.25745,"0"
"79",0.2342,"0"
"80",0.39605,"0"
"81",0.958279859726723,"1"
"82",0.616104472049689,"0"
"83",0.432247023809524,"0"
"84",0.4235,"0"
"85",0.37225,"0"
"86",0.454186403508772,"0"
"87",0.302464285714286,"0"
"88",0.298133333333333,"0"
"89",0.760565636465967,"1"
"90",0.291183333333333,"0"
